,isbn,authors,original_publication_year,original_title,average_rating,image_url,publication_year,book_read_url
4535,812932293,Richard Branson,2011,"Losing My Virginity: How I've Survived, Had Fun, and Made a Fortune Doing Business My Way",3.97,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2011,
4536,872206033,"Aristophanes, Sarah Ruden",-411,Λυσιστράτη,3.84,https://images.gr-assets.com/books/1335892524m/1591.jpg,-411,
4537,1847442404,Elizabeth Kostova,2010,The Swan Thieves,3.53,https://images.gr-assets.com/books/1256542427m/5983057.jpg,2010,
4538,385344406,Karen Marie Moning,2012,Iced,4.13,https://images.gr-assets.com/books/1333022535m/12444166.jpg,2012,
4540,547152604,Gary D. Schmidt,2011,Okay for Now,4.19,https://images.gr-assets.com/books/1388860777m/9165406.jpg,2011,
4541,842329277,"Tim LaHaye, Jerry B. Jenkins",1990,"Assassins : Assignment: Jerusalem, Target: Antichrist",3.98,https://images.gr-assets.com/books/1406512196m/85957.jpg,1990,
4542,316214442,Joe Abercrombie,2012,Red Country,4.27,https://images.gr-assets.com/books/1333663008m/13521459.jpg,2012,
4543,553271369,Pat Conroy,1980,The Lords of Discipline,4.28,https://images.gr-assets.com/books/1320483838m/85443.jpg,1980,
4544,547569653,"Scott Jurek, Steve Friedman",2012,Eat And Run,3.95,https://images.gr-assets.com/books/1344746039m/13202092.jpg,2012,
4545,385341970,Karin Slaughter,2010,Broken,4.2,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2010,
4546,316099759,Elin Hilderbrand,2014,The Matchmaker,3.82,https://images.gr-assets.com/books/1395694896m/18656006.jpg,2014,
4547,842332286,"Tim LaHaye, Jerry B. Jenkins",2000,The Mark: The Beast Rules the World,4.02,https://images.gr-assets.com/books/1406510315m/50930.jpg,2000,
4548,61240273,Marisa de los Santos,2008,Belong to Me,3.84,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2008,
4550,99366711,James Ellroy,1990,L.A. Confidential,4.2,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1990,
4551,1250031125,Louise Penny,2012,The Beautiful Mystery,4.18,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2012,
4552,345367693,David Eddings,1989,The Diamond Throne,3.93,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1989,
4553,1593074492,"Joss Whedon, Brett Matthews, Will Conrad",2006,"Those Left Behind (Serenity, #1)",4.04,https://images.gr-assets.com/books/1403203994m/133765.jpg,2006,
4554,075283455X,Larry McMurtry,1975,Terms of Endearment,4.15,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1975,
4555,074990741X,Sherrilyn Kenyon,2004,Kiss of the Night,4.24,https://images.gr-assets.com/books/1348682795m/84142.jpg,2004,
4556,552772275,Madeleine Wickham,1999,The Wedding Girl,3.47,https://images.gr-assets.com/books/1320539465m/474634.jpg,1999,
4558,1408810441,Carrie Jones,2010,Entice,4.03,https://images.gr-assets.com/books/1305547585m/8069535.jpg,2010,
4559,142002070,Ian Fleming,1957,"From Russia, with Love",3.88,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1957,
4560,014023828X,T.C. Boyle,1995,The Tortilla Curtain,3.64,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1995,
4561,61659258,Melissa Marr,2011,Darkest Mercy,4.11,https://images.gr-assets.com/books/1278717537m/6368611.jpg,2011,
4562,159463467X,Emma Straub,2016,Modern Lovers,3.45,https://images.gr-assets.com/books/1458657735m/27209486.jpg,2016,
4564,006001234X,Terry Pratchett,2001,The Amazing Maurice and His Educated Rodents ,4.04,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2001,
4565,195067142,"Eugene B. Sledge, Paul Fussell",1981,With The Old Breed: At Peleliu And Okinawa,4.4,https://images.gr-assets.com/books/1297640051m/771332.jpg,1981,
4566,152052607,"Eleanor Estes, Louis Slobodkin",1944,The Hundred Dresses,4.07,https://images.gr-assets.com/books/1476941110m/42369.jpg,1944,
4567,125001980X,Sarah Addison Allen,2014,Lost Lake,3.85,https://images.gr-assets.com/books/1455574760m/13481275.jpg,2014,
4569,525952993,Tracy Chevalier,2013,The Last Runaway,3.78,https://images.gr-assets.com/books/1349448072m/15705011.jpg,2013,
4570,553813145,Steven Erikson,2004,Midnight Tides,4.34,https://images.gr-assets.com/books/1366996057m/345299.jpg,2004,
4571,316234478,Kass Morgan,2013,The 100,3.56,https://images.gr-assets.com/books/1377012321m/17332969.jpg,2013,
4572,312656270,Alexandra Adornetto,2011,Hades,3.97,https://images.gr-assets.com/books/1478985289m/9666812.jpg,2011,
4573,1401202012,"Brian K. Vaughan, Pia Guerra, José Marzán Jr., Paul Chadwick",2004,Y: The Last Man Vol. 3: One Small Step,4.22,https://images.gr-assets.com/books/1306252925m/156530.jpg,2004,
4574,689831870,"Karma Wilson, Jane Chapman",2002,Bear Snores On,4.25,https://images.gr-assets.com/books/1344390790m/867248.jpg,2002,
4575,425285170,Lauren Graham,2016,"Talking as Fast as I Can: From Gilmore Girls to Gilmore Girls, and Everything in Between",4.04,https://images.gr-assets.com/books/1492797634m/30253864.jpg,2016,
4576,374349460,Gabrielle Zevin,2007,Memoirs of a Teenage Amnesiac,3.7,https://images.gr-assets.com/books/1317793286m/317282.jpg,2007,
4577,142501522,"Brian Jacques, Gary Chalk",1992,Salamandastron,4.05,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1992,
4578,963192566,Anne Rice,1996,Servant of the Bones,3.7,https://images.gr-assets.com/books/1312931293m/43805.jpg,1996,
4579,689868200,Holly Black,2007,Ironside: A Modern Faery's Tale,4.04,https://images.gr-assets.com/books/1354844906m/283494.jpg,2007,
4580,670072818,Melina Marchetta,2008,Finnikin of the Rock,3.93,https://images.gr-assets.com/books/1346007613m/4932435.jpg,2008,
4581,037575718X,"Thomas Hardy, Alexander Theroux",1878,The Return of the Native,3.84,https://images.gr-assets.com/books/1403182613m/32650.jpg,1878,
4582,62094734,"Michael Crichton, Richard   Preston",2011,Micro,3.38,https://images.gr-assets.com/books/1314593813m/11660590.jpg,2011,
4583,679725164,"Jean-Paul Sartre, Stuart Gilbert, Lionel Abel",1947,No Exit and Three Other Plays,4.09,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1947,
4584,1857237366,Greg Bear,1998,"Foundation and Chaos (Second Foundation Trilogy, #2)",4.14,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1998,
4585,743219570,P.D. James,1962,Cover Her Face,3.94,https://images.gr-assets.com/books/1298412294m/3832.jpg,1962,
4586,61985864,Kiersten White,2011,Supernaturally,3.92,https://images.gr-assets.com/books/1371926956m/8581936.jpg,2011,
4587,1857236556,Terry Brooks,1996,First King of Shannara,3.94,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1996,
4588,312377045,Louise Penny,2010,Bury Your Dead,4.33,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2010,
4589,316018953,Michael Connelly,2007,The Overlook,3.91,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2007,
4591,393924769,"Nathaniel Hawthorne, Robert S. Levine",1851,The House of the Seven Gables,3.45,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1851,
4592,60525630,Erin Hunter,2005,Rising storm,4.38,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2005,
4593,1250128544,Glennon Doyle Melton,2016,Love Warrior,4.1,https://images.gr-assets.com/books/1473164102m/31845516.jpg,2016,
4594,312377037,Louise Penny,2009,The Brutal Telling,4.23,https://images.gr-assets.com/books/1327952311m/6449551.jpg,2009,
4595,1451656505,Richard Paul Evans,2011,The Prisoner of Cell 25,4.19,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2011,
4596,014018998X,"W.E.B. Du Bois, Donald B. Gibson, Monica W. Elbert",1903,The Souls of Black Folk,4.24,https://images.gr-assets.com/books/1309202855m/318742.jpg,1903,
4597,451160312,"Hannah  Green, Joanne Greenberg",1964,I Never Promised You a Rose Garden,3.85,https://images.gr-assets.com/books/1309209871m/45220.jpg,1964,
4598,1423144333,Cinda Williams Chima,2012,The Crimson Crown,4.48,https://images.gr-assets.com/books/1345041697m/8069828.jpg,2012,
4599,316043893,Elin Hilderbrand,2009,The Castaways,3.69,https://images.gr-assets.com/books/1289792088m/6080822.jpg,2009,
4601,375700528,"Marguerite Duras, Barbara Bray, Maxine Hong Kingston",1984,L'Amant,3.76,https://images.gr-assets.com/books/1423329337m/275.jpg,1984,
4602,375836586,Christopher Paolini,2005,"Eragon & Eldest (Inheritance, #1-2)",4.27,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2005,
4603,425267083,Maya Banks,2013,Burn,4.01,https://images.gr-assets.com/books/1359944814m/16033909.jpg,2013,
4604,142437301,"Graham Greene, John Updike",1940,The Power and the Glory,3.99,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1940,
4605,849759388X,Isabel Allende,1994,Paula,4.07,https://images.gr-assets.com/books/1316284499m/24790.jpg,1994,
4606,374187614,Marilynne Robinson,2014,Lila,3.9,https://images.gr-assets.com/books/1393645345m/20575411.jpg,2014,
4608,312150601,Kate Atkinson,1995,Behind the Scenes at the Museum,3.94,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1995,
4609,1101875941,Stephanie Danler,2016,Sweetbitter,3.28,https://images.gr-assets.com/books/1448999786m/26192646.jpg,2016,
4610,380820846,Julia Quinn,2002,"Romancing Mister Bridgerton (Bridgertons, #4)",4.2,https://images.gr-assets.com/books/1274211494m/110384.jpg,2002,
4611,152057803,"Edward Bloor, Danny De Vito",1997,Tangerine,3.61,https://images.gr-assets.com/books/1328875988m/89755.jpg,1997,
4612,727860992,Richard Matheson,1971,Hell House,3.81,https://images.gr-assets.com/books/1384259876m/33547.jpg,1971,
4613,030726419X,Claire Messud,2006,The Emperor's Children,2.93,https://images.gr-assets.com/books/1320497348m/3648.jpg,2006,
4614,399170863,Nora Roberts,2014,The Liar,3.95,https://images.gr-assets.com/books/1415980586m/23281906.jpg,2014,
4615,553578685,Lisa Gardner,2001,The Third Victim,4.16,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2001,
4616,316225940,Michael Connelly,2016,The Wrong Side of Goodbye,4.36,https://images.gr-assets.com/books/1457022523m/29154543.jpg,2016,
4617,230706150,David Baldacci,2010,Hell's Corner ,4.1,https://images.gr-assets.com/books/1330171863m/8045080.jpg,2010,
4618,515136530,Nora Roberts,2003,"Key of Valor (Key Trilogy, #3)",4.1,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2003,
4619,60536357,"Bryan Burrough, John Helyar",1990,Barbarians at the Gate: The Fall of RJR Nabisco,4.22,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1990,
4620,316246654,Ann Leckie,2014,Ancillary Sword,4.03,https://images.gr-assets.com/books/1413464739m/20706284.jpg,2014,
4621,082221900X,"David Fishelson, Aaron Leichter, Max Brod, Franz Kafka",2003,Franz Kafka's The Castle,4.07,https://images.gr-assets.com/books/1327873352m/17689.jpg,2003,
4623,312649614,"Catherynne M. Valente, Ana Juan",2011,The Girl Who Circumnavigated Fairyland in a Ship of Her Own Making,3.97,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2011,
4625,316224138,"James Patterson, Marshall Karp",2012,NYPD Red,3.9,https://images.gr-assets.com/books/1379898888m/14781501.jpg,2012,
4626,446576980,"Douglas Preston, Lincoln Child",2006,The Book of the Dead,4.13,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2006,
4627,3847905171,Timur Vermes,2012,Er ist wieder da,3.44,https://images.gr-assets.com/books/1338925378m/14897790.jpg,2012,
4628,307956350,Chris Pavone,2012,The Expats,3.42,https://images.gr-assets.com/books/1325641431m/12617758.jpg,2012,
4629,074345300X,Kathy Reichs,2003,Bare Bones,3.95,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2003,
4630,316099783,Elin Hilderbrand,2013,Beautiful Day,3.75,https://images.gr-assets.com/books/1352225899m/16131025.jpg,2013,
4631,842329293,"Tim LaHaye, Jerry B. Jenkins",2000,The Indwelling: The Beast Takes Possession,3.97,https://images.gr-assets.com/books/1406508233m/85958.jpg,2000,
4632,385518331,Jeff Lindsay,2006,Dexter in the Dark,3.49,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2006,
4633,312278497,"Hermann Hesse, Richard Winston, Clara Winston, Theodore Ziolkowski",1943,Das Glasperlenspiel,4.11,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1943,
4634,316219363,Kevin Powers,2012,The Yellow Birds,3.74,https://images.gr-assets.com/books/1346188518m/13366259.jpg,2012,
4635,451213203,Harlan Coben,2004,Just One Look,4,https://images.gr-assets.com/books/1309286625m/85418.jpg,2004,
4637,142004413,"Gerald Durrell, Helma Lapiņa",1956,My Family and Other Animals,4.27,https://images.gr-assets.com/books/1327885239m/48132.jpg,1956,
4638,451212452,Tawni O'Dell,1999,Back Roads,3.72,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1999,
4639,679723692,Raymond Carver,1983,Cathedral,4.3,https://images.gr-assets.com/books/1421615759m/11449.jpg,1983,
4641,582418178,"Stephen King, Robin A.H. Waterfield",1982,Different Seasons,4.26,https://images.gr-assets.com/books/1328182521m/11574.jpg,1982,
4642,785213066,Donald Miller,2009,A Million Miles in a Thousand Years: What I Learned While Editing My Life,4.18,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2009,
4643,670063118,Alison Goodman,2011,Eona: The Last Dragoneye,4.12,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2011,
4644,486455599,Louisa May Alcott,1874,Eight Cousins,4.02,https://images.gr-assets.com/books/1328864060m/14570.jpg,1874,
4645,006443253X,Maurice Sendak,1962,Chicken Soup with Rice: A Book of Months,4.25,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1962,
4646,425203867,Sue Grafton,2004,R is for Ricochet,3.96,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2004,
4648,006000150X,"Doreen Cronin, Harry Bliss",1996,Diary of a Worm,4.19,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1996,
4649,1416949674,Susan Cooper,1975,The Grey King,4.18,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1975,
4650,345533631,Kevin Hearne,2013,Hunted,4.3,https://images.gr-assets.com/books/1358135117m/16071748.jpg,2013,
4653,055341884X,Michel Faber,2014,The Book of Strange New Things,3.66,https://images.gr-assets.com/books/1394824754m/20697435.jpg,2014,
4654,61921262,Claire LaZebnik,2011,Epic Fail,3.73,https://images.gr-assets.com/books/1293626043m/9266776.jpg,2011,
4655,345478169,Laurell K. Hamilton,2002,"A Caress of Twilight (Merry Gentry, #2)",4.05,https://images.gr-assets.com/books/1327877187m/30240.jpg,2002,
4656,743482972,Richard Condon,1959,The Manchurian Candidate,4.09,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1959,
4657,425193829,Judy Blume,1990,Fudge-a-Mania,3.99,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1990,
4658,316101842,James Patterson,2012,Nevermore,3.88,https://images.gr-assets.com/books/1328150920m/11946245.jpg,2012,
4659,1400079098,Anne Lamott,1993,Operating Instructions: A Journal of My Son's First Year,4.18,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1993,
4660,345376595,"Carl Sagan, Ann Druyan",1994,Pale Blue Dot: A Vision of the Human Future in Space,4.32,https://images.gr-assets.com/books/1500191671m/61663.jpg,1994,
4662,310266300,Shane Claiborne,2006,The Irresistible Revolution: Living as an Ordinary Radical,4.07,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2006,
4663,979777704,John Medina,2008,"Brain Rules: 12 Principles for Surviving and Thriving at Work, Home, and School",4,https://images.gr-assets.com/books/1328763686m/2251306.jpg,2008,
4664,1416914161,D.J. MacHale,2007,The Pilgrims of Rayne,4.14,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2007,
4665,1439165645,Richard C. Morais,2008,The Hundred-Foot Journey,3.54,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2008,
4666,399250573,Anthony Horowitz,2011,Scorpia Rising,4.29,https://images.gr-assets.com/books/1417405144m/8435445.jpg,2011,
4667,61944343,Lincoln Peirce,2010,Big Nate: In a Class By Himself,4.16,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2010,
4668,61232920,Meg Cabot,2008,Forever Princess,4.08,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2008,
4669,688156819,Tim Burton,1997,The Melancholy Death of Oyster Boy and Other Stories,4.13,https://images.gr-assets.com/books/1338646527m/519112.jpg,1997,
4670,037570504X,Edwidge Danticat,1994,"Breath, Eyes, Memory ",3.86,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1994,
4671,811216543,"Louis-Ferdinand Céline, Ralph Manheim, William T. Vollmann",1932,Voyage au bout de la nuit,4.25,https://images.gr-assets.com/books/1462934409m/12395.jpg,1932,
4673,1476727910,Matt Haig,2013,The Humans,4.07,https://images.gr-assets.com/books/1353739654m/16130537.jpg,2013,
4674,399250565,Anthony Horowitz,2009,Crocodile Tears,4.18,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2009,
4676,1590523172,Shaunti Feldhahn,2004,For Women Only: What You Need to Know about the Inner Lives of Men,4.06,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2004,
4677,553479016,"Dean Koontz, Keith Szarabajka",1998,Seize the Night,4.07,https://images.gr-assets.com/books/1382311797m/21362.jpg,1998,
4678,60773758,Lynsay Sands,2005,A Quick Bite,3.91,https://images.gr-assets.com/books/1410129015m/38568.jpg,2005,
4679,739439065,Nora Roberts,2003,Key of Knowledge,4.09,https://images.gr-assets.com/books/1282136458m/248682.jpg,2003,
4680,312971230,Matthew Reilly,1998,Ice Station,4.1,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1998,
4681,440217490,Ken Follett,1993,A Dangerous Fortune,3.99,https://images.gr-assets.com/books/1387637715m/825508.jpg,1993,
4682,143034359,Jasper Fforde,2003,The Well of Lost Plots,4.09,https://images.gr-assets.com/books/1304713470m/27001.jpg,2003,
4683,553585975,Adam Smith,1776,An Inquiry into the Nature and Causes of the Wealth of Nations ,3.87,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1776,
4684,61692042,Richard Ford,2012,Canada,3.49,https://images.gr-assets.com/books/1327927048m/12872236.jpg,2012,
4685,143037234,Jasper Fforde,2005,The Big Over Easy,3.92,https://images.gr-assets.com/books/1432412758m/6628.jpg,2005,
4686,689859376,"Holly Black, Tony DiTerlizzi",2000,The Seeing Stone,3.87,https://images.gr-assets.com/books/1358701671m/519048.jpg,2000,
4687,140284583,Antony Beevor,1998,"Stalingrad: The Fateful Siege, 1942–1943",4.29,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1998,
4688,1421532018,Kyousuke Motomi,2001,ビーストマスター 1,4.21,https://images.gr-assets.com/books/1256593259m/6419566.jpg,2001,
4689,743490096,"Doreen Cronin, Betsy Lewin",2002,"Giggle, Giggle, Quack",4.19,https://images.gr-assets.com/books/1408923126m/191170.jpg,2002,
4690,865471185,Beryl Markham,1942,West with the Night,4.18,https://images.gr-assets.com/books/1368204688m/1624.jpg,1942,
4691,1594489866,Steven Galloway,2008,The Cellist of Sarajevo,4.02,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2008,
4692,312351666,Lisa Kleypas,2009,Smooth Talking Stranger  (Travis Family #3) ,4.17,https://images.gr-assets.com/books/1388444124m/4066312.jpg,2009,
4693,399157530,Betty White,2011,If You Ask Me: And of Course You Won't,3.65,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2011,
4694,872204200,"René Descartes, Donald A. Cress",1637,Discours de la Méthode suivi de Méditations Métaphysiques,3.67,https://images.gr-assets.com/books/1405624402m/31862.jpg,1637,
4695,399155686,Daniel Silva,2009,The Defector,4.28,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2009,
4696,1451664125,John Irving,2012,In One Person,3.65,https://images.gr-assets.com/books/1379313446m/12758317.jpg,2012,
4697,553269224,L.M. Montgomery,1921,Rilla of Ingleside,4.16,https://images.gr-assets.com/books/1285712722m/433533.jpg,1921,
4698,385721706,James Surowiecki,2004,The Wisdom of Crowds,3.8,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2004,
4699,446612766,"Douglas Preston, Lincoln Child",2003,"Still Life with Crows (Pendergast, #4)",4.18,https://images.gr-assets.com/books/1169235780m/39033.jpg,2003,
4700,330376152,James Herbert,1975,The Fog,3.87,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1975,
4701,684845776,"Anthony Robbins, Kenneth H. Blanchard, Jason Winters",1986,Unlimited Power : The New Science Of Personal Achievement,4.21,https://images.gr-assets.com/books/1419212761m/8676.jpg,1986,
4702,446554960,"Douglas Preston, Lincoln Child",2010,Fever Dream,4.09,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2010,
4703,307401243,Jeanette Winterson,2011,Why Be Happy When You Could Be Normal?,3.94,https://images.gr-assets.com/books/1320512373m/11395597.jpg,2011,
4704,312650094,Ann Aguirre,2012,Outpost,4.12,https://images.gr-assets.com/books/1343084394m/10193062.jpg,2012,
4705,1608198065,Roz Chast,2014,Can't We Talk about Something More Pleasant?,4.1,https://images.gr-assets.com/books/1421087235m/18594409.jpg,2014,
4706,60987464,"Marilyn Manson, Neil Strauss",1998,The Long Hard Road Out of Hell,3.88,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1998,
4708,395137209,Bernard Waber,1965,"Lyle, Lyle, Crocodile (Lyle the Crocodile)",4.13,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1965,
4709,031619008X,Gail Carriger,2013,Etiquette & Espionage,3.79,https://images.gr-assets.com/books/1331952557m/10874177.jpg,2013,
4710,151012741,"José Saramago, Margaret Jull Costa",2005,As Intermitências da Morte,3.97,https://images.gr-assets.com/books/1327937800m/3018539.jpg,2005,
4711,590554085,Tamora Pierce,1997,Sandry's Book,3.99,https://images.gr-assets.com/books/1328860148m/58889.jpg,1997,
4713,1501142534,"Fredrik Backman, Henning Koch, سمانه پرهیزکاری",2014,Britt-Marie var här,4.07,https://images.gr-assets.com/books/1460442061m/27406704.jpg,2014,
4714,031026345X,Rob Bell,2005,Velvet Elvis: Repainting the Christian Faith,3.77,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2005,
4715,140183523,"Rudyard Kipling, Edward Said",1901,Kim,3.72,https://images.gr-assets.com/books/1387747342m/210834.jpg,1901,
4716,764224735,Beverly  Lewis,1997,The Shunning,4.13,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1997,
4717,451464966,Anne Bishop,2013,Written in Red,4.29,https://images.gr-assets.com/books/1411439502m/15711341.jpg,2013,
4718,393311198,Nicholas Meyer,1974,"The Seven-Percent Solution: Being a Reprint from the Reminiscences of John H. Watson, MD",4.14,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1974,
4719,439791464,Suzanne Collins,2006,Gregor and the Marks of Secret,4.21,https://images.gr-assets.com/books/1397854344m/319644.jpg,2006,
4720,525950796,Timothy J. Keller,2008,The Prodigal God: Christianity Redefined Through the Parable of the Prodigal Sons,4.39,https://images.gr-assets.com/books/1427212055m/3116205.jpg,2008,
4721,679736042,Peter Mayle,1991,Toujours Provence,4,https://images.gr-assets.com/books/1411874268m/44255.jpg,1991,
4722,375759867,Jonathan Harr,2005,The Lost Painting: The Quest for a Caravaggio Masterpiece,3.71,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2005,
4723,385534817,Chris Bohjalian,2013,The Light in the Ruins,3.65,https://images.gr-assets.com/books/1355182026m/16099189.jpg,2013,
4725,812536355,Vernor Vinge,1998,A Deepness in the Sky,4.32,https://images.gr-assets.com/books/1217218691m/226004.jpg,1998,
4726,521657296,"Immanuel Kant, Paul Guyer, Allen W. Wood",1781,Kritik der reinen Vernunft,3.92,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1781,
4727,1579126294,Agatha Christie,1950,A Murder is Announced,3.96,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1950,
4728,810909650,"Rien Poortvliet, Wil Huygen",1976,Leven en werken van de Kabouter,4.01,https://images.gr-assets.com/books/1463189122m/926908.jpg,1976,
4729,425197484,MaryJanice Davidson,2004,Undead and Unemployed,3.93,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2004,
4730,055338368X,Steven Pressfield,1998,Gates of Fire: An Epic Novel of the Battle of Thermopylae,4.4,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1998,
4731,1416527265,Hester Browne,2005,The Little Lady Agency,3.74,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2005,
4732,140432078,John Stuart Mill,1859,On Liberty,3.93,https://images.gr-assets.com/books/1459346459m/385228.jpg,1859,
4733,62225073,Alan Cumming,2014,Not My Father's Son,4,https://images.gr-assets.com/books/1429218612m/22934446.jpg,2014,
